145;Кунцевская;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.69, "name": "Кунцевская", "double": "true", "lat": 55.730673, "lng": 37.446522}
146;Молодежная;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.84, "name": "Молодежная", "double": "true", "lat": 55.741375, "lng": 37.415627}
147;Крылатское;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.65, "name": "Крылатское", "lat": 55.756842, "lng": 37.408139}
148;Строгино;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.174, "name": "Строгино", "lat": 55.803831, "lng": 37.402405}
149;Мякинино;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.181, "name": "Мякинино", "lat": 55.823342, "lng": 37.385214}
150;Волоколамская;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.182, "name": "Волоколамская", "double": "true", "lat": 55.835154, "lng": 37.382453}
151;Митино;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.183, "name": "Митино", "lat": 55.846098, "lng": 37.36122}
152;Пятницкое шоссе;{"city": "Москва", "line": {"id": 3, "name": "Арбатско-Покровская", "hex-color": "0072BA"}, "id": 3.463, "name": "Пятницкое шоссе", "lat": 55.853634, "lng": 37.353108}
153;Кунцевская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.471, "name": "Кунцевская", "double": "true", "lat": 55.730815, "lng": 37.446754}
154;Пионерская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.110, "name": "Пионерская", "double": "true", "lat": 55.736027, "lng": 37.466728}
155;Филевский парк;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.150, "name": "Филевский парк", "lat": 55.739665, "lng": 37.483902}
156;Багратионовская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.14, "name": "Багратионовская", "lat": 55.743544, "lng": 37.497042}
157;Фили;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.151, "name": "Фили", "double": "true", "lat": 55.746763, "lng": 37.514035}
158;Кутузовская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.73, "name": "Кутузовская", "double": "true", "lat": 55.740544, "lng": 37.5341}
159;Студенческая;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.136, "name": "Студенческая", "double": "true", "lat": 55.738761, "lng": 37.54842}
160;Киевская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.48, "name": "Киевская", "double": "true", "lat": 55.743168, "lng": 37.565425}
161;Смоленская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.132, "name": "Смоленская", "double": "true", "lat": 55.749083, "lng": 37.582173}
162;Арбатская;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.11, "name": "Арбатская", "double": "true", "lat": 55.752122, "lng": 37.601553}
163;Александровский сад;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.6, "name": "Александровский сад", "lat": 55.752255, "lng": 37.608775}
164;Выставочная;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.172, "name": "Выставочная", "lat": 55.750243, "lng": 37.542641}
165;Международная;{"city": "Москва", "line": {"id": 4, "name": "Филевская", "hex-color": "1EBCEF"}, "id": 4.179, "name": "Международная", "double": "true", "lat": 55.748324, "lng": 37.533282}
166;Алтуфьево;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.9, "name": "Алтуфьево", "lat": 55.899034, "lng": 37.586473}
167;Бибирево;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.22, "name": "Бибирево", "lat": 55.883868, "lng": 37.603011}
168;Отрадное;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.97, "name": "Отрадное", "lat": 55.864273, "lng": 37.605066}
169;Владыкино;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.28, "name": "Владыкино", "double": "true", "lat": 55.848236, "lng": 37.590451}
170;Петровско-Разумовская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.108, "name": "Петровско-Разумовская", "double": "true", "lat": 55.836565, "lng": 37.575512}
171;Тимирязевская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.141, "name": "Тимирязевская", "double": "true", "lat": 55.81866, "lng": 37.574498}
172;Дмитровская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.35, "name": "Дмитровская", "double": "true", "lat": 55.808056, "lng": 37.581734}
173;Савеловская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.128, "name": "Савеловская", "lat": 55.794054, "lng": 37.587163}
174;Менделеевская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.83, "name": "Менделеевская", "lat": 55.781999, "lng": 37.599141}
175;Цветной бульвар;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.154, "name": "Цветной бульвар", "lat": 55.771653, "lng": 37.620466}
176;Чеховская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.123, "name": "Чеховская", "lat": 55.765747, "lng": 37.608493}
177;Боровицкая;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.7, "name": "Боровицкая", "lat": 55.750399, "lng": 37.60934}
178;Полянка;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.115, "name": "Полянка", "lat": 55.736795, "lng": 37.618594}
179;Серпуховская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.37, "name": "Серпуховская", "lat": 55.726548, "lng": 37.624792}
180;Тульская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.142, "name": "Тульская", "lat": 55.70961, "lng": 37.622569}
181;Нагатинская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.85, "name": "Нагатинская", "lat": 55.682099, "lng": 37.620917}
182;Нагорная;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.86, "name": "Нагорная", "lat": 55.672962, "lng": 37.610397}
183;Нахимовский проспект;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.87, "name": "Нахимовский проспект", "lat": 55.662379, "lng": 37.605274}
184;Севастопольская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.43, "name": "Севастопольская", "lat": 55.651451, "lng": 37.59809}
185;Чертановская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.156, "name": "Чертановская", "lat": 55.640538, "lng": 37.606065}
186;Южная;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.163, "name": "Южная", "lat": 55.622436, "lng": 37.609047}
187;Пражская;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.116, "name": "Пражская", "lat": 55.610962, "lng": 37.602386}
188;Улица Академика Янгеля;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.147, "name": "Улица Академика Янгеля", "lat": 55.596753, "lng": 37.601498}
189;Аннино;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.10, "name": "Аннино", "lat": 55.583477, "lng": 37.596999}
190;Бульвар Дмитрия Донского;{"city": "Москва", "line": {"id": 9, "name": "Серпуховско-Тимирязевская", "hex-color": "ADACAC"}, "id": 9.170, "name": "Бульвар Дмитрия Донского", "lat": 55.568201, "lng": 37.576856}
191;Планерная;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.111, "name": "Планерная", "lat": 55.859676, "lng": 37.436808}
192;Сходненская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.138, "name": "Сходненская", "lat": 55.84926, "lng": 37.44076}
193;Тушинская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.145, "name": "Тушинская", "double": "true", "lat": 55.825479, "lng": 37.437024}
194;Спартак;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.507, "name": "Спартак", "lat": 55.8182, "lng": 37.4352}
195;Щукинская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.160, "name": "Щукинская", "lat": 55.8094, "lng": 37.463241}
196;Октябрьское поле;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.95, "name": "Октябрьское поле", "lat": 55.793581, "lng": 37.493317}
197;Полежаевская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.114, "name": "Полежаевская", "lat": 55.777201, "lng": 37.517895}
198;Беговая;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.18, "name": "Беговая", "double": "true", "lat": 55.773505, "lng": 37.545518}
199;Улица 1905 года;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.146, "name": "Улица 1905 года", "lat": 55.763944, "lng": 37.562271}
200;Баррикадная;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.16, "name": "Баррикадная", "lat": 55.760793, "lng": 37.581242}
201;Пушкинская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.124, "name": "Пушкинская", "double": "true", "lat": 55.765607, "lng": 37.604356}
202;Кузнецкий мост;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.67, "name": "Кузнецкий мост", "lat": 55.761498, "lng": 37.624423}
203;Китай-город;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.51, "name": "Китай-город", "double": "true", "lat": 55.75436, "lng": 37.633877}
204;Таганская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.77, "name": "Таганская", "double": "true", "lat": 55.739502, "lng": 37.653605}
205;Пролетарская;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.62, "name": "Пролетарская", "double": "true", "lat": 55.731546, "lng": 37.666917}
206;Волгоградский проспект;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.31, "name": "Волгоградский проспект", "lat": 55.725546, "lng": 37.685197}
207;Текстильщики;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.139, "name": "Текстильщики", "double": "true", "lat": 55.709211, "lng": 37.732117}
208;Кузьминки;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.68, "name": "Кузьминки", "lat": 55.705493, "lng": 37.763295}
209;Рязанский проспект;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.127, "name": "Рязанский проспект", "lat": 55.716139, "lng": 37.792694}
210;Выхино;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.33, "name": "Выхино", "lat": 55.715983, "lng": 37.816788}
211;Лермонтовский проспект;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.464, "name": "Лермонтовский проспект", "lat": 55.702036, "lng": 37.851044}
212;Жулебино;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.465, "name": "Жулебино", "lat": 55.684722, "lng": 37.855833}
213;Котельники;{"city": "Москва", "line": {"id": 7, "name": "Таганско-Краснопресненская", "hex-color": "943E90"}, "id": 7.508, "name": "Котельники", "lat": 55.6743, "lng": 37.8582}
214;Новослободская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.82, "name": "Новослободская", "lat": 55.779606, "lng": 37.601252}
215;Проспект Мира;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.119, "name": "Проспект Мира", "double": "true", "lat": 55.779584, "lng": 37.633646}
216;Комсомольская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.55, "name": "Комсомольская", "double": "true", "lat": 55.775672, "lng": 37.654772}
217;Курская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.71, "name": "Курская", "double": "true", "lat": 55.758631, "lng": 37.661059}
218;Таганская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.76, "name": "Таганская", "double": "true", "lat": 55.742396, "lng": 37.653334}
219;Павелецкая;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.102, "name": "Павелецкая", "double": "true", "lat": 55.731414, "lng": 37.636294}
220;Добрынинская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.36, "name": "Добрынинская", "lat": 55.728994, "lng": 37.622533}
221;Октябрьская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.93, "name": "Октябрьская", "double": "true", "lat": 55.729264, "lng": 37.611049}
222;Парк культуры;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.104, "name": "Парк культуры", "double": "true", "lat": 55.735221, "lng": 37.593095}
223;Киевская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.49, "name": "Киевская", "double": "true", "lat": 55.74361, "lng": 37.56735}
224;Краснопресненская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.58, "name": "Краснопресненская", "lat": 55.760378, "lng": 37.577114}
225;Белорусская;{"city": "Москва", "line": {"id": 5, "name": "Кольцевая", "hex-color": "915133"}, "id": 5.20, "name": "Белорусская", "double": "true", "lat": 55.775179, "lng": 37.582303}
226;Селигерская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.597, "name": "Селигерская", "lat": 55.86483, "lng": 37.55005}
227;Верхние Лихоборы;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.598, "name": "Верхние Лихоборы", "lat": 55.85566, "lng": 37.56282}
228;Окружная;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.596, "name": "Окружная", "double": "true", "lat": 55.848889, "lng": 37.571111}
229;Петровско-Разумовская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.548, "name": "Петровско-Разумовская", "double": "true", "lat": 55.836667, "lng": 37.575556}
230;Фонвизинская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.547, "name": "Фонвизинская", "lat": 55.822778, "lng": 37.588056}
231;Бутырская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.546, "name": "Бутырская", "lat": 55.813333, "lng": 37.602778}
232;Марьина Роща;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.185, "name": "Марьина Роща", "lat": 55.793723, "lng": 37.61618}
233;Достоевская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.184, "name": "Достоевская", "double": "true", "lat": 55.781667, "lng": 37.613889}
234;Трубная;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.177, "name": "Трубная", "lat": 55.76771, "lng": 37.621926}
235;Сретенский бульвар;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.175, "name": "Сретенский бульвар", "lat": 55.766106, "lng": 37.635688}
236;Чкаловская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.72, "name": "Чкаловская", "double": "true", "lat": 55.755951, "lng": 37.659293}
237;Римская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.113, "name": "Римская", "lat": 55.747027, "lng": 37.679996}
238;Крестьянская застава;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.63, "name": "Крестьянская застава", "lat": 55.732278, "lng": 37.665325}
239;Дубровка;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.39, "name": "Дубровка", "double": "true", "lat": 55.71807, "lng": 37.676259}
240;Кожуховская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.52, "name": "Кожуховская", "lat": 55.706156, "lng": 37.68544}
241;Печатники;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.109, "name": "Печатники", "lat": 55.692921, "lng": 37.728338}
242;Волжская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.32, "name": "Волжская", "lat": 55.690446, "lng": 37.754314}
243;Люблино;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.75, "name": "Люблино", "lat": 55.676596, "lng": 37.761639}
244;Братиславская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.25, "name": "Братиславская", "lat": 55.658817, "lng": 37.748415}
245;Марьино;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.79, "name": "Марьино", "lat": 55.649158, "lng": 37.743844}
246;Борисово;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.187, "name": "Борисово", "lat": 55.6325, "lng": 37.743333}
247;Шипиловская;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.188, "name": "Шипиловская", "lat": 55.621667, "lng": 37.743611}
248;Зябликово;{"city": "Москва", "line": {"id": 10, "name": "Люблинско-Дмитровская", "hex-color": "BED12C"}, "id": 10.186, "name": "Зябликово", "lat": 55.611944, "lng": 37.745278}
249;Каширская;{"city": "Москва", "line": {"id": 11, "name": "Каховская", "hex-color": "88CDCF"}, "id": 11.46, "name": "Каширская", "double": "true", "lat": 55.654327, "lng": 37.647705}
250;Варшавская;{"city": "Москва", "line": {"id": 11, "name": "Каховская", "hex-color": "88CDCF"}, "id": 11.26, "name": "Варшавская", "lat": 55.653294, "lng": 37.619522}
251;Каховская;{"city": "Москва", "line": {"id": 11, "name": "Каховская", "hex-color": "88CDCF"}, "id": 11.44, "name": "Каховская", "lat": 55.652923, "lng": 37.596573}
252;Бунинская аллея;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.167, "name": "Бунинская аллея", "lat": 55.537977, "lng": 37.515899}
253;Улица Горчакова;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.168, "name": "Улица Горчакова", "lat": 55.542281, "lng": 37.532063}
254;Бульвар Адмирала Ушакова;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.169, "name": "Бульвар Адмирала Ушакова", "lat": 55.545207, "lng": 37.542329}
255;Улица Скобелевская;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.166, "name": "Улица Скобелевская", "lat": 55.548103, "lng": 37.552721}
256;Улица Старокачаловская;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.171, "name": "Улица Старокачаловская", "lat": 55.569194, "lng": 37.576074}
257;Лесопарковая;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.466, "name": "Лесопарковая", "lat": 55.581656, "lng": 37.577816}
258;Битцевский Парк;{"city": "Москва", "line": {"id": 12, "name": "Бутовская", "hex-color": "BAC8E8"}, "id": 12.467, "name": "Битцевский Парк", "lat": 55.600066, "lng": 37.556058}
259;Петровский парк;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.594, "name": "Петровский парк", "double": "true", "lat": 55.79233, "lng": 37.55952}
260;ЦСКА;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.592, "name": "ЦСКА", "double": "true", "lat": 55.78643, "lng": 37.53502}
261;Хорошевская;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.595, "name": "Хорошевская", "double": "true", "lat": 55.77643, "lng": 37.51981}
262;Шелепиха;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.593, "name": "Шелепиха", "double": "true", "lat": 55.75723, "lng": 37.52571}
263;Деловой центр;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.468, "name": "Деловой центр", "double": "true", "lat": 55.7491, "lng": 37.5395}
264;Парк Победы;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.470, "name": "Парк Победы", "double": "true", "lat": 55.736478, "lng": 37.514401}
265;Минская;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.555, "name": "Минская", "double": "true", "lat": 55.7232, "lng": 37.5038}
266;Ломоносовский проспект;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.556, "name": "Ломоносовский проспект", "lat": 55.7055, "lng": 37.5225}
267;Раменки;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.557, "name": "Раменки", "lat": 55.6961, "lng": 37.505}
268;Мичуринский проспект;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.607, "name": "Мичуринский проспект", "lat": 55.6888, "lng": 37.485}
269;Озёрная;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.608, "name": "Озёрная", "lat": 55.6698, "lng": 37.4495}
270;Говорово;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.609, "name": "Говорово", "lat": 55.6588, "lng": 37.4174}
271;Солнцево;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.610, "name": "Солнцево", "lat": 55.649, "lng": 37.3911}
272;Боровское шоссе;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.611, "name": "Боровское шоссе", "lat": 55.647, "lng": 37.3701}
273;Новопеределкино;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.612, "name": "Новопеределкино", "lat": 55.6385, "lng": 37.3544}
274;Рассказовка;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.613, "name": "Рассказовка", "lat": 55.6324, "lng": 37.3328}
275;Савёловская;{"city": "Москва", "line": {"id": 133, "name": "Солнцевская", "hex-color": "FFCD1C"}, "id": 133.686, "name": "Савёловская", "double": "true", "lat": 55.793936, "lng": 37.587038}
276;Окружная;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.515, "name": "Окружная", "double": "true", "lat": 55.848889, "lng": 37.571111}
277;Владыкино;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.516, "name": "Владыкино", "double": "true", "lat": 55.847222, "lng": 37.591944}
278;Ботанический сад;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.517, "name": "Ботанический сад", "double": "true", "lat": 55.845556, "lng": 37.640278}
279;Ростокино;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.518, "name": "Ростокино", "lat": 55.839444, "lng": 37.667778}
280;Белокаменная;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.519, "name": "Белокаменная", "lat": 55.83, "lng": 37.700556}
281;Бульвар Рокоссовского;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.520, "name": "Бульвар Рокоссовского", "double": "true", "lat": 55.817222, "lng": 37.736944}
282;Локомотив;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.521, "name": "Локомотив", "lat": 55.803219, "lng": 37.745742}
283;Измайлово;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.522, "name": "Измайлово", "lat": 55.788611, "lng": 37.742778}
284;Соколиная Гора;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.523, "name": "Соколиная Гора", "lat": 55.77, "lng": 37.745278}
285;Шоссе Энтузиастов;{"city": "Москва", "line": {"id": 95, "name": "МЦК", "hex-color": "CC4C6E"}, "id": 95.524, "name": "Шоссе Энтузиастов", "double": "true", "lat": 55.758633, "lng": 37.748477}
